title,author,summary,bookcover,book_url
On the Beach,Nevil Shute,"After a nuclear World War III has destroyed most of the globe, the few remaining survivors in southern Australia await the radioactive cloud that is heading their way and bringing certain death to everyone in its path. Among them is an American submarine captain struggling to resist the knowledge that his wife and children in the United States must be dead. Then a faint MoAfter a nuclear World War III has destroyed most of the globe, the few remaining survivors in southern Australia await the radioactive cloud that is heading their way and bringing certain death to everyone in its path. Among them is an American submarine captain struggling to resist the knowledge that his wife and children in the United States must be dead. Then a faint Morse code signal is picked up, transmitting from somewhere near Seattle, and Captain Towers must lead his submarine crew on a bleak tour of the ruined world in a desperate search for signs of life. On the Beach is a remarkably convincing portrait of how ordinary people might face the most unimaginable nightmare.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327943327l/38180.jpg,https://www.goodreads.com//book/show/38180.On_the_Beach
Faefever,Karen Marie Moning,"The New York Times bestselling author of Darkfever and Bloodfever returns to Dublin’s Fae-infested shores in a bold, sensual new novel. Hurtling us into a realm of seduction and shadows, Karen Marie Moning tells the enthralling tale of a woman who explores the limits of her mysterious powers as she enters a world of ancient sorcery—and confronts an enemy more insidious thaThe New York Times bestselling author of Darkfever and Bloodfever returns to Dublin’s Fae-infested shores in a bold, sensual new novel. Hurtling us into a realm of seduction and shadows, Karen Marie Moning tells the enthralling tale of a woman who explores the limits of her mysterious powers as she enters a world of ancient sorcery—and confronts an enemy more insidious than she could ever have imagined.He calls me his Queen of the Night. I’d die for him. I’d kill for him, too. When MacKayla Lane receives a torn page from her dead sister’s journal, she is stunned by Alina’s desperate words. And now MacKayla knows that her sister’s killer is close. But evil is closer. And suddenly the sidhe-seer is on the hunt: For answers. For revenge. And for an ancient book of dark magic so evil, it corrupts anyone who touches it.Mac’s quest for the Sinsar Dubh takes her into the mean, shape-shifting streets of Dublin, with a suspicious cop on her tail. Forced into a dangerous triangle of alliance with V’lane, an insatiable Fae prince of lethally erotic tastes, and Jericho Barrons, a man of primal desires and untold secrets, Mac is soon locked in a battle for her body, mind, and soul. As All Hallows’ Eve approaches and the city descends into chaos, as a shocking truth about the Dark Book is uncovered, not even Mac can prevent a deadly race of immortals from shattering the walls between worlds—with devastating consequences.…",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437781062l/2702704._SY475_.jpg,https://www.goodreads.com//book/show/2702704-faefever
Bitten,Kelley Armstrong,"Elena Michaels is the world’s only female werewolf. And she’s tired of it. Tired of a life spent hiding and protecting, a life where her most important job is hunting down rogue werewolves. Tired of a world that not only accepts the worst in her–her temper, her violence–but requires it. Worst of all, she realizes she’s growing content with that life, with being that personElena Michaels is the world’s only female werewolf. And she’s tired of it. Tired of a life spent hiding and protecting, a life where her most important job is hunting down rogue werewolves. Tired of a world that not only accepts the worst in her–her temper, her violence–but requires it. Worst of all, she realizes she’s growing content with that life, with being that person.So she left the Pack and returned to Toronto where she’s trying to live as a human. When the Pack leader calls asking for her help fighting a sudden uprising, she only agrees because she owes him. Once this is over, she’ll be squared with the Pack and free to live life as a human. Which is what she wants. Really.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306101770l/11918.jpg,https://www.goodreads.com//book/show/11918.Bitten
All Together Dead,Charlaine Harris,"Louisiana cocktail waitress Sookie Stackhouse has her hands full dealing with every sort of undead and paranormal creature imaginable. And after being betrayed by her longtime vampire love, Sookie must not only deal with a new man in her life—the shapeshifter Quinn—but also contend with the long-planned vampire summit.  The summit is a tense situation. The vampire queen ofLouisiana cocktail waitress Sookie Stackhouse has her hands full dealing with every sort of undead and paranormal creature imaginable. And after being betrayed by her longtime vampire love, Sookie must not only deal with a new man in her life—the shapeshifter Quinn—but also contend with the long-planned vampire summit.  The summit is a tense situation. The vampire queen of Louisiana is in a precarious position, her power base weakened by hurricane damage to New Orleans. And there are some vamps who would like to finish what nature started. Soon, Sookie must decide what side she'll stand with. And her choice may mean the difference between survival and all-out catastrophe.And with HBO's launching of an all-new show, True Blood, based on the Southern Vampire novels, the demand for Charlaine Harris and Sookie Stackhouse is bigger than ever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417964062l/140075.jpg,https://www.goodreads.com//book/show/140075.All_Together_Dead
Safe Haven,Nicholas Sparks,"From the #1 New York Times bestselling author comes a captivating love story filled with suspense and mystery.When a mysterious young woman named Katie appears in the small North Carolina town of Southport, her sudden arrival raises questions about her past. Beautiful yet self-effacing, Katie seems determined to avoid forming personal ties until a series of events draws heFrom the #1 New York Times bestselling author comes a captivating love story filled with suspense and mystery.When a mysterious young woman named Katie appears in the small North Carolina town of Southport, her sudden arrival raises questions about her past. Beautiful yet self-effacing, Katie seems determined to avoid forming personal ties until a series of events draws her into two reluctant relationships: one with Alex, a widowed store owner with a kind heart and two young children; and another with her plainspoken single neighbor, Jo. Despite her reservations, Katie slowly begins to let down her guard, putting down roots in the close-knit community and becoming increasingly attached to Alex and his family.But even as Katie begins to fall in love, she struggles with the dark secret that still haunts and terrifies her . . . a past that set her on a fearful, shattering journey across the country, to the sheltered oasis of Southport. With Jo's empathic and stubborn support, Katie eventually realizes that she must choose between a life of transient safety and one of riskier rewards . . . and that in the darkest hour, love is the only true safe haven.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529593553l/40603730._SY475_.jpg,https://www.goodreads.com//book/show/40603730-safe-haven
From Dead to Worse,Charlaine Harris,"After the natural disaster of Hurricane Katrina and the manmade explosion at the vampire summit, everyone human and otherwise is stressed, including Louisiana cocktail waitress Sookie Stackhouse, who is trying to cope with the fact that her boyfriend Quinn has gone missing. It's clear that things are changing whether the weres and vamps of her corner of Louisiana like it oAfter the natural disaster of Hurricane Katrina and the manmade explosion at the vampire summit, everyone human and otherwise is stressed, including Louisiana cocktail waitress Sookie Stackhouse, who is trying to cope with the fact that her boyfriend Quinn has gone missing. It's clear that things are changing whether the weres and vamps of her corner of Louisiana like it or not. And Sookie, Friend to the Pack and blood-bonded to Eric Northman, leader of the local vampire community is caught up in the changes. In the ensuing battles, Sookie faces danger, death, and once more, betrayal by someone she loves. And when the fur has finished flying and the cold blood finished flowing, her world will be forever altered.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525214511l/2233407.jpg,https://www.goodreads.com//book/show/2233407.From_Dead_to_Worse
The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"The Bhagavad Gita is an early epic poem that recounts the conversation between Arjuna the warrior and his charioteer Krishna, the manifestation of God. In the moments before a great battle, the dialogue sets out the important lessons Arjuna must learn to change the outcome of the war he is to fight, and culminates in Krishna revealing to the warrior his true cosmic form, cThe Bhagavad Gita is an early epic poem that recounts the conversation between Arjuna the warrior and his charioteer Krishna, the manifestation of God. In the moments before a great battle, the dialogue sets out the important lessons Arjuna must learn to change the outcome of the war he is to fight, and culminates in Krishna revealing to the warrior his true cosmic form, counselling him to search for the universal perfection of life. Ranging from instructions on yoga postures to dense moral discussion, the Gita is one of the most important Hindu texts, as well as serving as a practical guide to living well.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631634958l/99944._SX318_.jpg,https://www.goodreads.com//book/show/99944.The_Bhagavad_Gita
Onyx,Jennifer L. Armentrout,"BEING CONNECTED TO DAEMON BLACK SUCKS… Thanks to his alien mojo, Daemon’s determined to prove what he feels for me is more than a product of our bizarro connection. So I’ve sworn him off, even though he’s running more hot than cold these days. But we’ve got bigger problems.SOMETHING WORSE THAN ARUM HAS COME TO TOWN The Department of Defense is here. If they ever find out wBEING CONNECTED TO DAEMON BLACK SUCKS… Thanks to his alien mojo, Daemon’s determined to prove what he feels for me is more than a product of our bizarro connection. So I’ve sworn him off, even though he’s running more hot than cold these days. But we’ve got bigger problems.SOMETHING WORSE THAN ARUM HAS COME TO TOWN The Department of Defense is here. If they ever find out what Daemon can do and that we’re linked, I’m a goner. So is he. And there’s this new boy in school who’s got a secret of his own. He knows what’s happened to me and he can help, but to do so, I have to lie to Daemon and stay away from him. Like that’s possible. Against all common sense, I’m falling for Daemon. Hard.BUT THEN, EVERYTHING CHANGES I’ve seen someone who shouldn’t be alive. And I have to tell Daemon, even though I know he’s never going to stop searching until he gets the truth. What happened to his brother? Who betrayed him? And what does the DOD want from them—from me?NO ONE IS WHO THEY SEEM. AND NOT EVERYONE WILL SURVIVE THE LIES.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329408511l/13047090.jpg,https://www.goodreads.com//book/show/13047090-onyx
Wizard and Glass,Stephen King,"Roland, Eddie, Susannah, Jake, and Jake’s pet bumbler survive Blaine the Mono’s final crash, only to find themselves stranded in an alternate version of Topeka, Kansas, one that has been ravaged by the superflu virus. While following the deserted I-70 toward a distant glass palace, they hear the atonal squalling of a thinny, a place where the fabric of existence has almostRoland, Eddie, Susannah, Jake, and Jake’s pet bumbler survive Blaine the Mono’s final crash, only to find themselves stranded in an alternate version of Topeka, Kansas, one that has been ravaged by the superflu virus. While following the deserted I-70 toward a distant glass palace, they hear the atonal squalling of a thinny, a place where the fabric of existence has almost entirely worn away. While camping near the edge of the thinny, Roland tells his ka-tet a story about another thinny, one that he encountered when he was little more than a boy. Over the course of one long magical night, Roland transports us to the Mid-World of long-ago and a seaside town called Hambry, where Roland fell in love with a girl named Susan Delgado, and where he and his old tet-mates Alain and Cuthbert battled the forces of John Farson, the harrier who—with a little help from a seeing sphere called Maerlyn’s Grapefruit—ignited Mid-World’s final war.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327946510l/5096.jpg,https://www.goodreads.com//book/show/5096.Wizard_and_Glass
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,"Why is the land so important to Cassie's family? It takes the events of one turbulent year—the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she's black—to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride—no matter how otheWhy is the land so important to Cassie's family? It takes the events of one turbulent year—the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she's black—to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride—no matter how others may degrade them, the Logans possess something no one can take away.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388345167l/310459.jpg,https://www.goodreads.com//book/show/310459.Roll_of_Thunder_Hear_My_Cry
Dead and Gone,Charlaine Harris,"The vamps have been out for years, and now the weres and shifters have decided to follow the lead of the undead and reveal their existence to the ordinary world. Sookie Stackhouse already knows about them, of course - her brother turns into a panther at the full moon, she's friend to the local were pack, and Sam, her boss at Merlotte's bar, is a shapeshifter.The great reveThe vamps have been out for years, and now the weres and shifters have decided to follow the lead of the undead and reveal their existence to the ordinary world. Sookie Stackhouse already knows about them, of course - her brother turns into a panther at the full moon, she's friend to the local were pack, and Sam, her boss at Merlotte's bar, is a shapeshifter.The great revelation goes well at first - then the horribly mutilated body of a were-panther is found in the parking lot of Merlotte's, and Sookie agrees to use her telepathic talent to track down the murderer. But there is a far greater danger than this killer threatening Bon Temps: a race of unhuman beings, older, more powerful, and far more secretive than the vampires or the werewolves, is preparing for war. And Sookie is an all-too-human pawn in their ages-old battle...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388186195l/5161066.jpg,https://www.goodreads.com//book/show/5161066-dead-and-gone
A Study in Scarlet,Arthur Conan Doyle,Sherlock Holmes investigates the murder of two Americans whose deaths have some mysterious connection to sinister Socialist groups gathering power in both Britain and A,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519031842l/102868._SX318_.jpg,https://www.goodreads.com//book/show/102868.A_Study_in_Scarlet
Passion,Lauren Kate,"Luce would die for Daniel.And she has. Over and over again. Throughout time, Luce and Daniel have found each other, only to be painfully torn apart: Luce dead, Daniel left broken and alone. But perhaps it doesn’t need to be that way… .Luce is certain that something—or someone—in a past life can help her in her present one. So she begins the most important journey of this lLuce would die for Daniel.And she has. Over and over again. Throughout time, Luce and Daniel have found each other, only to be painfully torn apart: Luce dead, Daniel left broken and alone. But perhaps it doesn’t need to be that way… .Luce is certain that something—or someone—in a past life can help her in her present one. So she begins the most important journey of this lifetime… going back eternities to witness firsthand her romances with Daniel… and finally unlock the key to making their love last.Cam and the legions of angels and Outcasts are desperate to catch Luce, but none are as frantic as Daniel. He chases Luce through their shared pasts, terrified of what might happen if she rewrites history.Because their romance for the ages could go up in flames… forever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339802l/9369720.jpg,https://www.goodreads.com//book/show/9369720-passion
Every Day,David Levithan,"Every day a different body. Every day a different life. Every day in love with the same girl.There’s never any warning about where it will be or who it will be. A has made peace with that, even established guidelines by which to live: Never get too attached. Avoid being noticed. Do not interfere.It’s all fine until the morning that A wakes up in the body of Justin and meetEvery day a different body. Every day a different life. Every day in love with the same girl.There’s never any warning about where it will be or who it will be. A has made peace with that, even established guidelines by which to live: Never get too attached. Avoid being noticed. Do not interfere.It’s all fine until the morning that A wakes up in the body of Justin and meets Justin’s girlfriend, Rhiannon. From that moment, the rules by which A has been living no longer apply. Because finally A has found someone A wants to be with—day in, day out, day after day.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356993940l/13262783.jpg,https://www.goodreads.com//book/show/13262783-every-day
The Runaway Jury,John Grisham,"Every jury has a leader, and the verdict belongs to him. In Biloxi, Mississippi, a landmark tobacco trial with hundreds of millions of dollars at stake begins routinely, then swerves mysteriously off course. The jury is behaving strangely, and at least one juror is convinced he's being watched. Soon they have to be sequestered. Then a tip from an anonymous young woman suggEvery jury has a leader, and the verdict belongs to him. In Biloxi, Mississippi, a landmark tobacco trial with hundreds of millions of dollars at stake begins routinely, then swerves mysteriously off course. The jury is behaving strangely, and at least one juror is convinced he's being watched. Soon they have to be sequestered. Then a tip from an anonymous young woman suggests she is able to predict the jurors' increasingly odd behavior. Is the jury somehow being manipulated, or even controlled? If so, by whom? And, more importantly, why?From the Trade Paperback edition.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388444668l/24192.jpg,https://www.goodreads.com//book/show/24192.The_Runaway_Jury
Fantasy Lover,Sherrilyn Kenyon,"Cursed into an eternity of slavery by his own brother, Julian of Macedon has spent centuries in hell, where the only respite he knows is measured in a handful of weeks whenever he’s summoned through an arcane spell. With the modern age, those summonings are becoming fewer and fewer, and he lives in fear of the day when they’ll stop for good.Grace Alexander doesn’t believe Cursed into an eternity of slavery by his own brother, Julian of Macedon has spent centuries in hell, where the only respite he knows is measured in a handful of weeks whenever he’s summoned through an arcane spell. With the modern age, those summonings are becoming fewer and fewer, and he lives in fear of the day when they’ll stop for good.Grace Alexander doesn’t believe in much of anything. But when her “psychic” girlfriend talks her into performing the spell as a joke on her birthday, the last thing she ever imagines is it working. But work it does. Now, she finds an ancient Greek general in her living room and trapped in her life for the next month. Worse, they learn too late that part of the spell means Grace will lose her sanity should he return to his captivity.Now it’s a race against time to free him. Something much easier said than done, since it was the ancient gods who cursed him to his fate. And the last thing they want is to see him go free of the punishment the gods believe hedeserves. It’s man against the gods, and a race against time.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348332807l/84136.jpg,https://www.goodreads.com//book/show/84136.Fantasy_Lover
This Lullaby,Sarah Dessen,"There is an alternate cover edition for this ISBN13 here.The science of breaking up...Remy always knows when to give a guy ""the speech"" - right after the initial romantic rush, but before anything gets too serious. She's had her fair share of boyfriends, and she's learned all there is to learn from her mother, who's currently working on husband number five. So why is it thThere is an alternate cover edition for this ISBN13 here.The science of breaking up...Remy always knows when to give a guy ""the speech"" - right after the initial romantic rush, but before anything gets too serious. She's had her fair share of boyfriends, and she's learned all there is to learn from her mother, who's currently working on husband number five. So why is it that's Remy can't seem to dump Dexter? It can't be his name. It can't be that he's messy and disorganized. And it certainly isn't that he's a musician - just like Remy's father, a man she never knew because he left before she was born. Could it be that Remy's romantic rules to live by don't apply anymore?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397779294l/22205.jpg,https://www.goodreads.com//book/show/22205.This_Lullaby
The Awakening / The Struggle,L.J. Smith,"This book has Alternate Cover Editions for this ISBN [ACE]ACE #1A DEADLY LOVE TRIANGLEElena: the golden girl, the leader, the one who can have any boy she wants.Stefan: brooding and mysterious, he seems to be the only one who can resist Elena, even as he struggles to protect her from the horrors that haunt his past.Damon: sexy, dangerous, and driven by an urge for reveThis book has Alternate Cover Editions for this ISBN [ACE]ACE #1A DEADLY LOVE TRIANGLEElena: the golden girl, the leader, the one who can have any boy she wants.Stefan: brooding and mysterious, he seems to be the only one who can resist Elena, even as he struggles to protect her from the horrors that haunt his past.Damon: sexy, dangerous, and driven by an urge for revenge against Stefan, the brother who betrayed him. Determined to have Elena, he'd kill to possess her.Collected here in one volume for the first time, volumes one and two of The Vampire Diaries, the tale of two vampire brothers and the beautiful girl torn between them.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393837129l/395871.jpg,https://www.goodreads.com//book/show/395871.The_Awakening_The_Struggle
