title,author,summary,bookcover,book_url
The Restaurant at the End of the Universe,Douglas Adams,"alternate edition for ISBN 0345418921/9780345418920Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend alternate edition for ISBN 0345418921/9780345418920Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.Source: douglasadams.com",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521213881l/8695._SY475_.jpg,https://www.goodreads.com//book/show/8695.The_Restaurant_at_the_End_of_the_Universe
Forrest Gump,Winston Groom,"Meet Forrest Gump, the lovable, herculean, and surprisingly savvy hero of this remarkable comic odyssey. After accidentally becoming the star of University of Alabama's football team, Forrest goes on to become a Vietnam War hero, a world-class Ping-Pong player, a villainous wrestler, and a business tycoon -- as he wonders with childlike wisdom at the insanity all around hiMeet Forrest Gump, the lovable, herculean, and surprisingly savvy hero of this remarkable comic odyssey. After accidentally becoming the star of University of Alabama's football team, Forrest goes on to become a Vietnam War hero, a world-class Ping-Pong player, a villainous wrestler, and a business tycoon -- as he wonders with childlike wisdom at the insanity all around him. In between misadventures, he manages to compare battle scars with Lyndon Johnson, discover the truth about Richard Nixon, and survive the ups and downs of remaining true to his only love, Jenny, on an extraordinary journey through three decades of the American cultural landscape. Forrest Gump has one heck of a story to tell -- and you've got to read it to believe it...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385313197l/186190.jpg,https://www.goodreads.com//book/show/186190.Forrest_Gump
I Am the Messenger,Markus Zusak,"protect the diamondssurvive the clubsdig deep through the spadesfeel the heartsEd Kennedy is an underage cabdriver without much of a future. He's pathetic at playing cards, hopelessly in love with his best friend, Audrey, and utterly devoted to his coffee-drinking dog, the Doorman. His life is one of peaceful routine and incompetence until he inadvertently stops a bank robprotect the diamondssurvive the clubsdig deep through the spadesfeel the heartsEd Kennedy is an underage cabdriver without much of a future. He's pathetic at playing cards, hopelessly in love with his best friend, Audrey, and utterly devoted to his coffee-drinking dog, the Doorman. His life is one of peaceful routine and incompetence until he inadvertently stops a bank robbery.That's when the first ace arrives in the mail.That's when Ed becomes the messenger.Chosen to care, he makes his way through town helping and hurting (when necessary) until only one question remains: Who's behind Ed's mission?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398483261l/19057.jpg,https://www.goodreads.com//book/show/19057.I_Am_the_Messenger
Cold Sassy Tree,Olive Ann Burns,"The one thing you can depend on in Cold Sassy, Georgia, is that word gets around--fast.On July 5, 1906, scandal breaks in the small town of Cold Sassy, Georgia, when the proprietor of the general store, E. Rucker Blakeslee, elopes with Miss Love Simpson. He is barely three weeks a widower, and she is only half his age and a Yankee to boot. As their marriage inspires a whirThe one thing you can depend on in Cold Sassy, Georgia, is that word gets around--fast.On July 5, 1906, scandal breaks in the small town of Cold Sassy, Georgia, when the proprietor of the general store, E. Rucker Blakeslee, elopes with Miss Love Simpson. He is barely three weeks a widower, and she is only half his age and a Yankee to boot. As their marriage inspires a whirlwind of local gossip, fourteen-year-old Will Tweedy suddenly finds himself eyewitness to a family scandal, and that’s where his adventures begin.Cold Sassy Tree is the undeniably entertaining and extraordinarily moving account of small-town Southern life in a bygone era. Brimming with characters who are wise and loony, unimpeachably pious and deliciously irreverent, Olive Ann Burns’s classic bestseller is a timeless, funny, and resplendent treasure.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528222043l/40389231._SX318_.jpg,https://www.goodreads.com//book/show/40389231-cold-sassy-tree
Holy Bible: New International Version,Anonymous,The New International Version is the world's most popular Bible in modern English and is renowned for its combination of accuracy and clarity of language.The New International Version is the world's most popular Bible in modern English and is renowned for its combination of accuracy and clarity of language.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631965680l/280111._SY475_.jpg,https://www.goodreads.com//book/show/280111.Holy_Bible
The Murder of Roger Ackroyd,Agatha Christie,"Considered to be one of Agatha Christie's most controversial mysteries, The Murder Of Roger Ackroyd breaks the rules of traditional mystery. The peaceful English village of King’s Abbot is stunned. The widow Ferrars dies from an overdose of veronal. Not twenty-four hours later, Roger Ackroyd—the man she had planned to marry—is murdered. It is a baffling case involving blacConsidered to be one of Agatha Christie's most controversial mysteries, The Murder Of Roger Ackroyd breaks the rules of traditional mystery. The peaceful English village of King’s Abbot is stunned. The widow Ferrars dies from an overdose of veronal. Not twenty-four hours later, Roger Ackroyd—the man she had planned to marry—is murdered. It is a baffling case involving blackmail and death, that taxes Hercule Poirot’s “grey cells” before he reaches one of the most startling conclusions of his career.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015l/16328.jpg,https://www.goodreads.com//book/show/16328.The_Murder_of_Roger_Ackroyd
The Reckoning,Kelley Armstrong,"Chloe Saunders is fifteen and would love to be normal. Unfortunately, Chloe happens to be a genetically engineered necromancer who can raise the dead without even trying. She and her equally gifted (or should that be 'cursed'?) friends are now running for their lives from the evil corporation that created them.As if that's not enough, Chloe is struggling with her feelings Chloe Saunders is fifteen and would love to be normal. Unfortunately, Chloe happens to be a genetically engineered necromancer who can raise the dead without even trying. She and her equally gifted (or should that be 'cursed'?) friends are now running for their lives from the evil corporation that created them.As if that's not enough, Chloe is struggling with her feelings for Simon, a sweet-tempered sorcerer, and his brother Derek, a not so sweet-tempered werewolf. And she has a horrible feeling she's leaning towards the werewolf...Definitely not normal.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327154591l/6468666.jpg,https://www.goodreads.com//book/show/6468666-the-reckoning
The Sparrow,Mary Doria Russell,"In 2019, humanity finally finds proof of extraterrestrial life when a listening post in Puerto Rico picks up exquisite singing from a planet that will come to be known as Rakhat. While United Nations diplomats endlessly debate a possible first contact mission, the Society of Jesus quietly organizes an eight-person scientific expedition of its own. What the Jesuits find is In 2019, humanity finally finds proof of extraterrestrial life when a listening post in Puerto Rico picks up exquisite singing from a planet that will come to be known as Rakhat. While United Nations diplomats endlessly debate a possible first contact mission, the Society of Jesus quietly organizes an eight-person scientific expedition of its own. What the Jesuits find is a world so beyond comprehension that it will lead them to question what it means to be ""human"".",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1230829367l/334176._SY475_.jpg,https://www.goodreads.com//book/show/334176.The_Sparrow
Dreamfever,Karen Marie Moning,"MacKayla Lane lies naked on the cold stone floor of a church, at the mercy of the erotic Fae master she once swore to kill. Far from home, unable to control her sexual hungers, MacKayla is now fully under the Lord Master’s spell.…In New York Times bestselling author Karen Marie Moning’s stunning new novel, the walls between human and Fae worlds have come crashing down. AndMacKayla Lane lies naked on the cold stone floor of a church, at the mercy of the erotic Fae master she once swore to kill. Far from home, unable to control her sexual hungers, MacKayla is now fully under the Lord Master’s spell.…In New York Times bestselling author Karen Marie Moning’s stunning new novel, the walls between human and Fae worlds have come crashing down. And as Mac fights for survival on Dublin’s battle-scarred streets, she will embark on the darkest—and most erotically charged—adventure of her life.He has stolen her past, but MacKayla will never allow her sister’s murderer to take her future. Yet even the uniquely gifted sidhe-seer is no match for the Lord Master, who has unleashed an insatiable sexual craving that consumes Mac’s every thought—and thrusts her into the seductive realm of two very dangerous men, both of whom she desires but dares not trust. As the enigmatic Jericho Barrons and the sensual Fae prince V’lane vie for her body and soul, as cryptic entries from her sister’s diary mysteriously appear and the power of the Dark Book weaves its annihilating path through the city, Mac’s greatest enemy delivers a final challenge.…It’s an invitation Mac cannot refuse, one that sends her racing home to Georgia, where an even darker threat awaits. With her parents missing and the lives of her loved ones under siege, Mac is about to come face-to-face with a soul-shattering truth—about herself and her sister, about Jericho Barrons…and about the world she thought she knew.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429621657l/6050298.jpg,https://www.goodreads.com//book/show/6050298-dreamfever
The Hunt for Red October,Tom Clancy,"Here is the runaway bestseller that launched Tom Clancy's phenomenal career. A military thriller so gripping in its action and so convincing in its accuracy that the author was rumored to have been debriefed by the White House. Its theme: the greatest espionage coup in history. Its story: the chase for a top secret Russian missile sub. Lauded by the Washington Post as ""breHere is the runaway bestseller that launched Tom Clancy's phenomenal career. A military thriller so gripping in its action and so convincing in its accuracy that the author was rumored to have been debriefed by the White House. Its theme: the greatest espionage coup in history. Its story: the chase for a top secret Russian missile sub. Lauded by the Washington Post as ""breathlessly exciting."" The Hunt for Red October remains a masterpiece of military fiction by one of the world's most popular authors, a man whose shockingly realistic scenarios continue to hold us in thrall.Somewhere under the Atlantic, a Soviet sub commander has just made a fateful decision. The Red October is heading west. The Americans want her. The Russians want her back. And the most incredible chase in history is on...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281995542l/19691.jpg,https://www.goodreads.com//book/show/19691.The_Hunt_for_Red_October
The Forgotten Garden,Kate Morton,"A foundling, an old book of dark fairy tales, a secret garden, an aristocratic family, a love denied, and a mystery. The Forgotten Garden is a captivating, atmospheric and compulsively readable story of the past, secrets, family and memory from the international best-selling author Kate Morton.Cassandra is lost, alone and grieving. Her much loved grandmother, Nell, has jusA foundling, an old book of dark fairy tales, a secret garden, an aristocratic family, a love denied, and a mystery. The Forgotten Garden is a captivating, atmospheric and compulsively readable story of the past, secrets, family and memory from the international best-selling author Kate Morton.Cassandra is lost, alone and grieving. Her much loved grandmother, Nell, has just died and Cassandra, her life already shaken by a tragic accident ten years ago, feels like she has lost everything dear to her. But an unexpected and mysterious bequest from Nell turns Cassandra’s life upside down and ends up challenging everything she thought she knew about herself and her family.Inheriting a book of dark and intriguing fairytales written by Eliza Makepeace—the Victorian authoress who disappeared mysteriously in the early twentieth century—Cassandra takes her courage in both hands to follow in the footsteps of Nell on a quest to find out the truth about their history, their family and their past; little knowing that in the process, she will also discover a new life for herself.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547843777l/3407877._SY475_.jpg,https://www.goodreads.com//book/show/3407877-the-forgotten-garden
The Dark Tower,Stephen King,"The seventh and final installment of Stephen King's The Dark Tower saga is perhaps the most anticipated book in the author's long career. King began this epic tale about the last gunslinger in the world more than 20 years ago; now he draws its suspenseful story to a close, snapping together the last pieces of his action puzzle and drawing Roland Deschain ever closer to hisThe seventh and final installment of Stephen King's The Dark Tower saga is perhaps the most anticipated book in the author's long career. King began this epic tale about the last gunslinger in the world more than 20 years ago; now he draws its suspenseful story to a close, snapping together the last pieces of his action puzzle and drawing Roland Deschain ever closer to his ultimate goal.Alternate cover edition for ISBN-10: 1416524525; ISBN-13: 9781416524526",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372296329l/5091._SY475_.jpg,https://www.goodreads.com//book/show/5091.The_Dark_Tower
Gabriel's Inferno,Sylvain Reynard,"Enigmatic and sexy, Professor Gabriel Emerson is a well respected Dante specialist by day, but by night he devotes himself to an uninhibited life of pleasure. He uses his notorious good looks and sophisticated charm to gratify his every whim, but is secretly tortured by his dark past and consumed by the profound belief that he is beyond all hope of redemption.When the sweeEnigmatic and sexy, Professor Gabriel Emerson is a well respected Dante specialist by day, but by night he devotes himself to an uninhibited life of pleasure. He uses his notorious good looks and sophisticated charm to gratify his every whim, but is secretly tortured by his dark past and consumed by the profound belief that he is beyond all hope of redemption.When the sweet and innocent Julia Mitchell enrolls as his graduate student, his attraction and mysterious connection to her not only jeopardizes his career, but sends him on a journey in which his past and his present collide.An intriguing and sinful exploration of seduction, forbidden love and redemption, ""Gabriel's Inferno"" is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible...forgiveness and love.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301789770l/10140661.jpg,https://www.goodreads.com//book/show/10140661-gabriel-s-inferno
Mort,Terry Pratchett,"Terry Pratchett's profoundly irreverent novels are consistent number one bestseller in England, where they have catapulted him into the highest echelons of parody next to Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen.In this Discworld installment, Death comes to Mort with an offer he can't refuse -- especially since being, well, dead isn't compulsory. As DeathTerry Pratchett's profoundly irreverent novels are consistent number one bestseller in England, where they have catapulted him into the highest echelons of parody next to Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen.In this Discworld installment, Death comes to Mort with an offer he can't refuse -- especially since being, well, dead isn't compulsory. As Death's apprentice, he'll have free board and lodging, use of the company horse, and he won't need time off for family funerals. The position is everything Mort thought he'd ever wanted, until he discovers that this perfect job can be a killer on his love life.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166l/386372.jpg,https://www.goodreads.com//book/show/386372.Mort
"Absalom, Absalom!",William Faulkner,"Published in 1936, Absalom, Absalom! is considered by many to be William Faulkner's masterpiece. Although the novel's complex and fragmented structure poses considerable difficulty to readers, the book's literary merits place it squarely in the ranks of America's finest novels. The story concerns Thomas Sutpen, a poor man who finds wealth and then marries into a respectablPublished in 1936, Absalom, Absalom! is considered by many to be William Faulkner's masterpiece. Although the novel's complex and fragmented structure poses considerable difficulty to readers, the book's literary merits place it squarely in the ranks of America's finest novels. The story concerns Thomas Sutpen, a poor man who finds wealth and then marries into a respectable family. His ambition and extreme need for control bring about his ruin and the ruin of his family. Sutpen's story is told by several narrators, allowing the reader to observe variations in the saga as it is recounted by different speakers. This unusual technique spotlights one of the novel's central questions: To what extent can people know the truth about the past?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388474680l/373755.jpg,https://www.goodreads.com//book/show/373755.Absalom_Absalom_
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,"In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders...until he meets Donald Shimoda — former mechanic and self-described messiah who can make wrenchesIn the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders...until he meets Donald Shimoda — former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar....In Illusions, Richard Bach takes to the air to discover the ageless truths that give our souls wings: that people don't need airplanes to soar...that even the darkest clouds have meaning once we lift ourselves above them... and that messiahs can be found in the unlikeliest places — like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353964306l/29946.jpg,https://www.goodreads.com//book/show/29946.Illusions
Reflected in You,Sylvia Day,"Gideon Cross. As beautiful and flawless on the outside as he was damaged and tormented on the inside. He was a bright, scorching flame that singed me with the darkest of pleasures. I couldn't stay away. I didn't want to. He was my addiction... my every desire... mine.My past was as violent as his, and I was just as broken. We’d never work. It was too hard, too painful... eGideon Cross. As beautiful and flawless on the outside as he was damaged and tormented on the inside. He was a bright, scorching flame that singed me with the darkest of pleasures. I couldn't stay away. I didn't want to. He was my addiction... my every desire... mine.My past was as violent as his, and I was just as broken. We’d never work. It was too hard, too painful... except when it was perfect. Those moments when the driving hunger and desperate love were the most exquisite insanity. We were bound by our need. And our passion would take us beyond our limits to the sweetest, sharpest edge of obsession...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477802540l/13596809.jpg,https://www.goodreads.com//book/show/13596809-reflected-in-you
The Sorrows of Young Werther,Johann Wolfgang von Goethe,"This is Goethe's first novel, published in 1774. Written in diary form, it tells the tale of an unhappy, passionate young man hopelessly in love with Charlotte, the wife of a friend - a man who he alternately admires and detests. 'The Sorrows of Young Werther' became an important part of the 'Sturm und Drang movement, and greatly influenced later 'Romanticism'. The work isThis is Goethe's first novel, published in 1774. Written in diary form, it tells the tale of an unhappy, passionate young man hopelessly in love with Charlotte, the wife of a friend - a man who he alternately admires and detests. 'The Sorrows of Young Werther' became an important part of the 'Sturm und Drang movement, and greatly influenced later 'Romanticism'. The work is semi-autobiographical - in 1772, two years before the novel was published, Goethe had passed through a similar tempestuous period, when he lost his heart to Charlotte Buff, who was at that time engaged to his friend Johann Christian Kestner.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920896l/16640.jpg,https://www.goodreads.com//book/show/16640.The_Sorrows_of_Young_Werther
